foodID,name,ingredients,prepTimeInMins,cookTimeInMins,totalTimeInMins,servings,cuisine,course,Regions,isVeg,isSugarFree,isHighProtein,isGluttenFree,isSattvic,isVegan,diet,allergies,totalCaloriesInCal,instructions,URL,imgURL
548,Whole Masala Gobhi  - Spiced Whole Roasted Cauliflower Masala,"1 Cauliflower (gobi),2 Onions - diced,2 Potatoes (Aloo) - diced,3 tablespoons Sunflower Oil,1 cup Hung Curd (Greek Yogurt),2 teaspoon Red Chilli powder,2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,2 cloves Garlic - grated,1 inch Ginger - grated,Salt - to taste,Coriander (Dhania) Leaves - a bunch",10,40,50,4,Indian,Side Dish,0,0,1,0,0,0,0,Diabetic Friendly,lactose,94,"To begin making the Poori Masala Gobhi Recipe, wash the cauliflower and remove the stem and leaves, while keeping the cauliflower as a whole. Boil the whole cauliflower in a large pot filled with water for 10 minutes until it is just about cooked through. The color of the cauliflower to a greenish color. Once done, remove the cauliflower from the water and allow it to cool a bit.Preheat the oven to 200 C.In a small bowl, mix together yogurt, a tablespoon of oil, red chili powder, coriander powder, garam masala powder, ginger garlic paste and salt.Once the cauliflower is cool, rub the yogurt mixture all over the cauliflower, potatoes and onions.Brush an oven proof skillet or roasting pan with oil. The pan should be large enough to fit the cauliflower, potatoes and onions.Place the poori gobi (cauliflower) along with the along with onions and potatoes in the roasting pan.Drizzle with the remaining oil over the poori gobi masala. Bake the poori gobi masala in a preheated oven for 20 -25 minutes till the top is golden brown and the cauliflower is cooked through. Since the cauliflower is already partially cooked, this process will not take time.Once you notice it is cooked, remove the Poori Masala Gobi from the oven and serve.Optionally sprinkle some chaat masala over the Poori Masala Gobhi Recipe and serve it as a side dish for dinner or for parties along with Lachha Parathas and Punjabi Dal Tadka and Paneer Butter Masala.",https://www.archanaskitchen.com/poori-masala-gobhi-recipe-spiced-whole-roasted-cauliflower-masala,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Richa_Gupta/Poori_Masala_Gobhi.jpg
549,Konkani Style Maskasangi Magge Koddel -Drumstick and Mangalore Cucumber Curry,"1 Drumstick - cut into 1 inch,1 Mangalorean cucumber - cut into small pieces with the skin,1 cup Tamarind Water,1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 tablespoon Jaggery,4 cloves Garlic - roughly chopped,Salt - to taste,5 Dry Red Chillies,1 tablespoon Coriander (Dhania) Seeds,1/2 cup Fresh coconut",20,30,50,4,Konkan,Lunch,52,1,0,0,0,0,0,Vegetarian,None,313,"To begin making the Maskasangi Magge Koddel Recipe, prep all the ingredients and keep them aside.We will first begin to roast the ingredients to be ground into a masala  in ""Masala To roast and grind""In a small skillet, roast red chillies and coriander seeds until well roasted.  Grind it along with coconut, add a little water to make a smooth paste.Heat a pressure cooker with oil, add some crushed garlic and saute for 10 seconds. Add the mangalore cucumber and drumsticks and the tamarind water.Add in the ground masala mixture, jaggery, chilli powder and salt and about 1/2 cup of water. Cover the pressure cooker and cook for 2 to 3 whistles.Once done, turn off the heat and allow the pressure to release naturally. Check the salt and seasonings and adjust to suit your taste and serve warm.Serve the Maskasangi Magge Koddel Recipe with steamed rice or Mangalorean Neer Dosa and Chettinad Pepper Chicken Dry Recipe.",http://www.archanaskitchen.com/maskasangi-magge-kodel-recipe-drumstick-and-mangalore-cucumber-curry,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sibyl_sunitha/Maskasangi_Magge_Kodel_Recipe_Drumstick_and_Mangalore_Cucumber_Curry.jpg
550,Karachi Biscuits ,"1-1/2 cups All Purpose Flour (Maida),1/2 cup Butter - at room temperature,1/2 cup Custard powder - (vanilla flavoured),1 cup Caster Sugar,1/4 cup Cashew nuts - chopped,3/4 cup Tutti frutti,1 teaspoon Baking powder,5 tablespoons Milk",15,20,35,4,Indian,Snack,0,1,0,0,0,0,0,Vegetarian,lactose,502,"To prepare Karachi Biscuits Recipe, in a large mixing bowl, sieve in All-purpose flour and Custard powder and Mix well.Add in roughly chopped cashew nuts and Tutti frutti. Mix.In another mixing bowl add butter and powdered sugar. Cream the butter and sugar well by whisking and then add in milk. Whisk everything together.Once the milk, butter and sugar are well combined, add prepared mixture of flour, custard nuts and tutti frutti, in batches. Make sure there are no lumps.Add a little mil if you feel that the dough is too dry.Roll the prepared dough to form rectangular logs or any desired shapes and cover it using a cling wrap and freeze it for about 15 mins or until it become firm.Meanwhile, preheat oven at 180 Deg C.Once firmed, remove cling wrap from the dough and cut into even sized biscuits.Arrange cookies to be baked on a baking sheet with 1 inch gap in between and bake in preheated oven for about 15 minutes or until the cookies start darkening in colour.Once the completely cooled store Karachi Biscuits recipe in airtight containers and enjoy with Ginger Cardamom Chai.",https://www.archanaskitchen.com/karachi-biscuits-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/happytrioexplains-gmail.com/Karachi_Biscuits__Eggless_Tutti_Frutti_Cookies.jpg
551, Malvani Masala Powder ,"6 dry red chillies, 2 tbsp coriander seeds, 1 tbsp whole black pepper, 1 tbsp fennel seeds, 1 tbsp cumin seeds, 2 tbsp poppy seeds, 5 mace, 5 long, 3 inch cinnamon, 2 star anis, 3 Stone Flower, 1 Tbsp Nutmeg Powder, 2 Tsp Turmeric Powder, 1 Tsp Asafoetida",5,10,15,4,Maharashtrian ,Snack,11,1,0,0,0,0,0,Vegetarian,None,72,"To make Malwani Masala Powder recipe, firstly put coriander seeds, cumin, fennel, whole black pepper, poppy seeds in a pan and roast it for 2 minutes. Add the flowers, nutmeg powder, turmeric powder, asafoetida and cook for 3 minutes. Let it cool and grind it in a mixer grinder.",https://www.archanaskitchen.com/malvani-masala-powder-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sibyl_sunitha/Malvani_Masala_Recipe_.jpg
552,Padipe Saasmi  - Udupi Style Amaranth Leaves Curry With Coconut & Tamarind,"12 sprig Red Amaranth Leaves - You can use spinach also,1 cup Fresh coconut - grated,4 Dry Red Chillies,2 Green Chillies,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 Tamarind - marble sized,Salt - to taste,1-1/2 teaspoon Sunflower Oil,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,2 Dry Red Chillies,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves",15,20,35,4,Udupi,Side Dish,3,1,0,0,0,0,0,Vegetarian,None,150,"To begin making the Padipe Saasmi Recipe, pluck the amaranth leaves, include some of the tender stem as well. Wash the leaves and stem well in water. Drain the leaves from water. Chop them finely. Soak tamarind in 1/2 cup water for about 30 minutes.Grind together coconut, dry red chilies, green chillies, mustard seeds and cumin seeds into a thick and smooth paste.Heat oil in a heavy bottomed pan. Add the ground paste and cook until the raw smell is gone.Add chopped spinach/amaranth leaves and saute for about 5 to 7 minutes. Add salt to taste and tamarind extract or juice to the curry.Heat oil in a tadka pan. Add mustard seeds and allow it to splutter. Add dry red chilies, urad dal and curry leaves. Once urad dal begin to turn golden brown remove the pan from heat and pour it into the spinach curry. Turn off flame and serve hot.Serve Padipe Saasmi along with Mixed Vegetable Sambar and Steamed Rice for a weekday meal.",http://www.archanaskitchen.com/padipe-saasmi-recipe-udupi-style-amaranth-leaves-curry-with-coconut-tamarind,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/jyothir/Padipe_Saasmi_Udupi_Style_Amaranth_Leaves_Curry_with_coconut__Tamarind.jpg
553,Bengali Style Cholar Dal -Chana Dal,"2 cups Chana dal (Bengal Gram Dal),2 tablespoons Ghee,1 teaspoon Ginger - paste,2 tablespoons Fresh coconut - grated,1/2 cup Fresh coconut - slices,5 to 6 Raisins,2 Green Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - (adjustable),1/2 teaspoon Sugar,1/2 teaspoon Cumin seeds (Jeera),3 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),2 to 3 Dry Red Chilli,1 Bay leaf (tej patta),1 pinch Asafoetida (hing)",10,40,50,4,Bengali ,Lunch,7,1,0,1,0,0,0,High Protein Vegetarian,None,364,"To begin making the Cholar Dal recipe, wash dal under running water nicely till clear water appear.In a pressure cooker, add dal with salt, turmeric, bay leaf, cardamom, cinnamon and water till the dal is immersed.Pressure cook for 2 to 3 whistles as we don't want the dal to get mashed completely.Once the dal is cooked, keep aside and prepare the tempering.Heat ghee in a wok/kadhai and add cumin seeds and asafoetida, wait till cumin crackles.Now add green chilies, ginger paste, raisins and saute for a while.Add in the cooked dal and grated coconut and stir well.Check salt again and adjust if required, cover the lid and cook for 10 to 12 minutes in low flame.Once the dal is done, add a generous pinch of sugar along with some coconut slices before turning off the gas.Serve hot and delicious Cholar Dal with fluffy Bengali Luchi for a perfect Bengali meal.",http://www.archanaskitchen.com/cholar-dal-recipe-bengali-style-chana-dal,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Bengali_Cholar_Dal_Recipe_5_1600.jpg
554,Savory Flax Seed Multigrain Crackers ,"3/4 cup Whole Wheat Flour,1/2 cup Jowar Flour (Sorghum),1/4 cup Ragi Flour (Finger Millet/ Nagli),2 teaspoons Sunflower Oil,2 tablespoons Sesame seeds (Til seeds) - white,2 tablespoons Flax seeds,3 to 5 Green Chillies - finely chopped (adjustable),Few sprig Coriander (Dhania) Leaves - finely chopped,Few Curry leaves - finely chopped,Water - as required,Salt - to taste",45,20,65,4,Chettinad,Lunch,9,0,0,0,0,0,0,Non Vegeterian,None,47,"To begin making the Savory Flax Seed Multigrain Crackers recipe, slightly roast white sesame seeds till they start cracking in a small pan.Roast flax seeds and roast them till the popping sound reduces. Turn off the flame and transfer the flax seeds to a separate plate and allow it to cool. Once the flaxseeds have cooled, add them to a mixer and make into a smooth powder.To a big mixing bowl, add ragi flour, wheat flour, jowar flour, roasted sesame seeds, powdered flax seeds, salt, green chillies, coriander and curry leaves.Add oil and mix everything nicely with your finger tips to form bread crumb like texture.Next, add water in steps and combine everything together to form a dough. Don't add whole water together as required water quantity may vary little depending on flour quality.Allow the dough to rest for 15 to 30 minutes. Preheat the oven at 180 deg C for 8 to 10 minutes. Divide the dough into two equal portions.Dust the slab and roll each portion into a big circle thicker than the roti. While rolling edges may break, try sealing them with your fingers and roll.Using a cookie cutter or any lid cut them into your desired shape and size.Slowly lift them and arrange them on a baking tray lined with parchment paper sheet and bake it for around 15 to 25 minutes at 160 deg C in an oven.Check the cookies after 15 minutes. Remove them if you see the edges turning red in colour.Once done, place them on a cooling rack to cool . They become more crispier once they cool down. Store the cookies in airtight containers.Serve Savory Flaxseed Multigrain Crackers along with Masala Chai for a perfect tea time break with your family.",http://www.archanaskitchen.com/savory-flaxseed-multigrain-crackers-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Smitha_Kalluraya/SAVORY_FLAXSEED_MULTIGRAIN_CRACKERS_1600.jpg
555,Broccoli & Bell Pepper Zunka ,"1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Red Chilli powder,1/4 cup Gram flour (besan),1/2 cup Water,1 cup Broccoli - finely chopped,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 Red Bell pepper (Capsicum) - finely chopped,1/2 Green Bell Pepper (Capsicum) - finely chopped,1 tablespoon Sunflower Oil",15,20,35,4,Maharashtrian ,North Indian Breakfast,11,0,0,0,0,1,0,No Onion No Garlic (Sattvic),None,82,"We begin making Broccoli & Bell Pepper Zunka Recipe by prepping all the ingredients and keeping it ready. Make sure that the cabbage is chopped small and finely. In a kadai, add one teaspoon of oil and let it heat up.Once the oil is hot, add cumin seeds, asafoetida and let it crackle. Once the cumins seeds have crackled, add in the chopped vegetables - broccoli, bell peppers, cabbage and saute till it is cooked. Since the vegetables are chopped finely, the vegetables should take about 7 minutes to cook completely. Meanwhile, in a separate bowl add the red chilli powder, salt, chickpea flour/ besan flour and water, mix well, keep it aside.Add it to the vegetables that are being cooked in the pan. Mix well and cook till it is cooked. Check for seasoning and saute well.Serve Broccoli & Bell Pepper Zunka Recipe along with some toasted bread or just eat it with Bhakri for breakfast.",http://www.archanaskitchen.com/broccoli-bell-pepper-zunka-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sibyl_sunitha/Broccoli__Bell_Pepper_Zunka_Recipe.jpg
556,Stuffed Omelette  With Cheesy Garlic Mushroom & Corn,"100 grams Button mushrooms - sliced,1/4 cup Sweet corn,1 tablespoon Nutralite Cheesy Garlic Mayo,1 sprig Basil leaves,1 tablespoon Nutralite Garlic & Oregano Spread,1 teaspoon Nutralite Garlic & Oregano Spread,4 Whole Eggs,Salt and Pepper - to taste",10,15,25,4,Continental,World Breakfast,6,1,0,1,0,0,0,High Protein Vegetarian,mushroom,200,"To begin making the Stuffed Omelette Recipe With Cheesy Garlic Mushroom & Corn, break the eggs into a bowl sprinkle some salt, pepper and whisk till it combines well. Heat a flat skillet with oil, add mushroom and saute until all the water has been evaporated. Add sweet corn along with Nutralite Cheesy Garlic Mayo. Toss well to combine. Keep the stuffing aside.Heat a another flat nonstick skillet to make the omelette, Add a tablespoon of Nutralite Garlic & Oregano Spread. Keep the heat to medium and slowly add the whisked eggs.Allow the egg to cook for 5 minutes until both sides are cooked. Once done,  add sautéed mushroom and sweet corn to one side and fold. Turn off the heat and transfer the Stuffed Omelette Recipe With Cheesy Garlic Mushroom & Corn to a serving platter and serve hot.Serve the Stuffed Omelette Recipe With Cheesy Garlic Mushroom & Corn along with some baked beans, Semolina French Toast Recipe and warm chai to make your breakfast complete.",https://www.archanaskitchen.com/mushroom-corn-basil-stuffed-omelette-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Stuffed_Omelette_Recipe_With_Cheesy_Garlic_Mushroom_and_Corn-14.jpg
557,Vegetarian Sloppy Joe ,"2 Burger buns,1 Cucumber - sliced,4 tablespoon Del Monte Cheesy Garlic Mayo,1 Onion - finely chopped,4 cloves Garlic - chopped,1 cup Masoor Dal (Whole) - soaked for about 2 hours,1/2 cup Homemade tomato puree,2 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 teaspoon Sugar,1 teaspoon Cumin powder (Jeera),Salt - to taste",150,30,180,2,Continental,Dinner,6,1,0,1,0,0,0,High Protein Vegetarian,None,90,"To begin making the Vegetarian Sloppy Joe Recipe, soak the lentils for at least 2 hours and keep it ready.Pressure cook the lentil with 1 cup water and salt for about 3 whistle and allow it to release the pressure by itself. Drain the water out and keep the masoor dal aside.Heat a sauce pan with oil, add onions and garlic and sauté till the onions turn translucent.Add the tomato puree along with sugar, chilli sauce, sugar, and cumin powder.Allow it cook for 2 minutes, add the cooked lentils and salt. Keep stirring till the gravy becomes thick and turn off the heat.Take the burger buns, slit them into half and toast it with butter till golden brown and crispy on both sides.To assemble the burger, spread the lentil filling on top of the base, place the sliced cucumber over it and drop a heap tablespoon of the Del Monte Cheesy Garlic Mayo, cover the sloppy joe and serve.Serve the Vegetarian Sloppy Joe Recipe along with a glass of Homemade Fresh Orange Juice to make whole dinner with friends and family.",https://www.archanaskitchen.com/vegetarian-sloppy-joe-recipe-kids-recipes-made-with-del-monte,https://www.archanaskitchen.com//images/archanaskitchen/10-Brands/DelMonte-KidsRecipes/Vegetarian_Sloppy_Joe_Recipe_-_Kids_Recipes_Made_With_Del_Monte-5.jpg
